DATE CASE;TYPE;PRODUCT CATEGORY;PRODUCT;HAZARD;ORIGIN COUNTRY;RISK DECISION
20/05/2014;food;fruits and vegetables;spinach;unauthorised substance carbendazim;vietnam;serious
04/04/2014;food;fruits and vegetables;dragon fruit;unauthorised substance carbendazim;vietnam;serious
25/03/2014;food;fruits and vegetables;table grapes;unauthorised substance carbendazim;india;serious
25/03/2014;food;fruits and vegetables;table grapes;unauthorised substance carbendazim;india;serious
06/03/2014;food;fruits and vegetables;fresh pepper;unauthorised substance carbendazim;turkey;serious
03/03/2014;food;cereals and bakery products;basmati rice;unauthorised substance carbendazim;india;not serious
11/02/2014;food;fruits and vegetables;fresh artichokes;unauthorised substance carbendazim;egypt;serious
18/12/2013;food;fruits and vegetables;white yams;unauthorised substance carbendazim;ghana,italy;serious
20/11/2013;food;fruits and vegetables;peaches;unauthorised substance carbendazim;spain;serious
16/10/2013;food;fruits and vegetables;fresh dragon fruit;unauthorised substance carbendazim;vietnam;serious
09/10/2013;food;fruits and vegetables;fresh mushrooms;unauthorised substance carbendazim;poland;not serious
06/09/2013;food;fruits and vegetables;fresh papaya;unauthorised substance carbendazim;thailand;serious
09/07/2013;food;fruits and vegetables;peppers (capsicum spp.);unauthorised substance carbendazim;vietnam;serious
08/05/2013;food;fruits and vegetables;carambola;unauthorised substance carbendazim;denmark,malaysia;serious
15/02/2013;food;fruits and vegetables;fresh strawberries;unauthorised substance carbendazim;egypt;not serious
14/02/2013;food;fruits and vegetables;rambutan;unauthorised substance carbendazim;vietnam;serious
03/01/2013;food;fruits and vegetables;oranges;unauthorised substance carbendazim;south africa;serious
13/11/2012;food;fruits and vegetables;aubergines;unauthorised substance carbendazim;thailand;serious
19/07/2012;food;fruits and vegetables;durian;unauthorised substance carbendazim;thailand;not serious
29/07/2022;food;fruits and vegetables;peppers;unauthorised substance carbendazim;uganda;not serious
23/04/2020;food;fruits and vegetables;spring onions;unauthorised substance carbendazim,unauthorised substance carbofuran;thailand;serious
19/12/2014;food;fruits and vegetables;red chilli pepper (capsicum frutescens);unauthorised substance carbendazim,unauthorised substance chlorfenapyr;cambodia;serious
07/08/2014;food;fruits and vegetables;collard greens (brassica var viridis);unauthorised substance carbendazim,unauthorised substance chlorfenapyr;vietnam;serious
03/12/2014;food;herbs and spices;ponnakani (alternanathera sessilis);unauthorised substance carbendazim,unauthorised substance dithiocarbamates;sri lanka;serious
07/09/2017;food;fruits and vegetables;raisins;unauthorised substance carbendazim,unauthorised substance fenpropathrin,unauthorised substance fenvalerate;iran;serious
04/02/2013;food;fruits and vegetables;fresh chilli pepper (capsicum spp.);unauthorised substance carbendazim,unauthorised substance fenpropathrin,unauthorised substance hexaconazole,unauthorised substance tricyclazole;vietnam;serious
02/11/2012;food;fruits and vegetables;peaches;unauthorised substance carbendazim,unauthorised substance fenthion,unauthorised substance iprodione;spain;serious
15/12/2016;food;fruits and vegetables;beans;unauthorised substance carbendazim,unauthorised substance fenvalerate,unauthorised substance triazophos;india;serious
02/10/2013;food;fruits and vegetables;chinese broccoli;unauthorised substance carbendazim,unauthorised substance flusilazole;china;serious
21/03/2014;food;fruits and vegetables;rock karela (bitter melon);unauthorised substance carbendazim,unauthorised substance flusilazole,unauthorised substance methamidophos;india;serious
17/10/2014;food;fruits and vegetables;fresh celery;unauthorised substance carbendazim,unauthorised substance hexaconazole,unauthorised substance isoprothiolane;cambodia;not serious
15/03/2013;food;fruits and vegetables;gooseberries;unauthorised substance carbendazim,unauthorised substance monocrotophos;india;not serious
22/12/2016;food;herbs and spices;sweet basil (ocimum basilicum);unauthorised substance carbendazim,unauthorised substance omethoate;thailand;serious
02/10/2014;food;fruits and vegetables;table grapes;unauthorised substance carbendazim,unauthorised substance procymidone;tunisia;serious
11/01/2013;food;fruits and vegetables;small red chillies;unauthorised substance carbendazim,unauthorised substance profenofos;vietnam;serious
04/02/2020;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
02/12/2019;food;fruits and vegetables;green chillies;unauthorised substance carbofuran;india;serious
26/11/2019;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
23/08/2019;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
06/08/2019;food;fruits and vegetables;sopropo;unauthorised substance carbofuran;suriname;serious
31/07/2019;food;fruits and vegetables;papayas;unauthorised substance carbofuran;thailand;serious
11/07/2019;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
17/06/2019;food;fruits and vegetables;aubergine;unauthorised substance carbofuran;dominican republic;serious
02/05/2019;food;fruits and vegetables;spring onions;unauthorised substance carbofuran;thailand;serious
08/04/2019;food;fruits and vegetables;pickled cucumbers;unauthorised substance carbofuran;vietnam;serious
05/04/2019;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
05/03/2019;food;fruits and vegetables;chillies;unauthorised substance carbofuran;india;serious
25/02/2019;food;fruits and vegetables;goji berries;unauthorised substance carbofuran;china;serious
15/02/2019;food;fruits and vegetables;goji berries;unauthorised substance carbofuran;china;serious
03/01/2019;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran;china;serious
21/11/2018;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
13/11/2018;food;fruits and vegetables;dragon fruit;unauthorised substance carbofuran;vietnam;serious
10/10/2018;food;fruits and vegetables;green papaya;unauthorised substance carbofuran;thailand;serious
09/10/2018;food;fruits and vegetables;yard long beans;unauthorised substance carbofuran;dominican republic;serious
21/09/2018;food;fruits and vegetables;organic avocado;unauthorised substance carbofuran;denmark,kenya;serious
13/06/2018;food;fruits and vegetables;teroi - chinese okra;unauthorised substance carbofuran;dominican republic;serious
13/06/2018;food;fruits and vegetables;bitter melon;unauthorised substance carbofuran;suriname;serious
05/06/2018;food;fruits and vegetables;dragon fruits;unauthorised substance carbofuran;indonesia;serious
15/03/2018;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran;china,germany,italy,netherlands;serious
12/03/2018;food;fruits and vegetables;mangetout peas;unauthorised substance carbofuran;kenya;serious
26/01/2018;food;fruits and vegetables;sweet peppers;unauthorised substance carbofuran;egypt;serious
22/01/2018;food;fruits and vegetables;yard long beans (vigna sesquipedalis);unauthorised substance carbofuran;sri lanka;serious
08/01/2018;food;fruits and vegetables;sweet peppers;unauthorised substance carbofuran;egypt;serious
13/10/2017;food;fruits and vegetables;pineapples;unauthorised substance carbofuran;costa rica;serious
03/10/2017;food;fruits and vegetables;goji berries;unauthorised substance carbofuran;china;serious
16/06/2017;food;fruits and vegetables;indian bitter melon;unauthorised substance carbofuran;dominican republic;serious
24/03/2017;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
24/03/2017;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
23/03/2017;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran;netherlands;serious
13/03/2017;food;fruits and vegetables;hyacinth bean (dolichos lablab);unauthorised substance carbofuran;bangladesh;serious
26/01/2017;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran;denmark;serious
06/12/2016;food;fruits and vegetables;fresh celery;unauthorised substance carbofuran;thailand;serious
29/11/2016;food;fruits and vegetables;chilli peppers;unauthorised substance carbofuran;egypt;serious
06/10/2016;food;fruits and vegetables;limes;unauthorised substance carbofuran;brazil;serious
07/09/2016;food;herbs and spices;basil;unauthorised substance carbofuran;thailand;serious
31/08/2016;food;fruits and vegetables;pitayas;unauthorised substance carbofuran;vietnam;serious
31/08/2016;food;herbs and spices;basil;unauthorised substance carbofuran;thailand;serious
16/08/2016;food;fruits and vegetables;red chilli;unauthorised substance carbofuran;vietnam;serious
11/05/2016;food;fruits and vegetables;fresh snowpeas;unauthorised substance carbofuran;kenya;serious
22/02/2016;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;thailand;serious
18/02/2016;food;fruits and vegetables;yard long beans;unauthorised substance carbofuran;laos;serious
17/02/2016;food;herbs and spices;sweet basil leaves;unauthorised substance carbofuran;laos;serious
22/01/2016;food;fruits and vegetables;physalis;unauthorised substance carbofuran;colombia;not serious
19/01/2016;food;fruits and vegetables;bitter melons;unauthorised substance carbofuran;dominican republic;serious
03/11/2015;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;kenya;serious
21/10/2015;food;fruits and vegetables;papaya and passion fruit;unauthorised substance carbofuran;sri lanka;serious
17/07/2015;food;fruits and vegetables;yard long bean;unauthorised substance carbofuran;dominican republic;serious
15/07/2015;food;fruits and vegetables;chinese aubergines (solanum melongena);unauthorised substance carbofuran;dominican republic;serious
01/07/2015;food;fruits and vegetables;bitter gourds;unauthorised substance carbofuran;vietnam;serious
24/03/2015;food;fruits and vegetables;fresh chilli (capsicum frutescens);unauthorised substance carbofuran;vietnam;serious
23/03/2015;food;fruits and vegetables;spring onions;unauthorised substance carbofuran;thailand;serious
13/01/2015;food;fruits and vegetables;limes;unauthorised substance carbofuran;brazil;serious
01/10/2014;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
01/10/2014;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
02/09/2014;food;fruits and vegetables;aubergines;unauthorised substance carbofuran;dominican republic;serious
01/09/2014;food;fruits and vegetables;eggplants;unauthorised substance carbofuran;dominican republic;serious
30/07/2014;food;fruits and vegetables;peppers;unauthorised substance carbofuran;dominican republic;serious
08/07/2014;food;fruits and vegetables;limes;unauthorised substance carbofuran;brazil,germany,netherlands;serious
16/05/2014;food;fruits and vegetables;beans (with pod);unauthorised substance carbofuran;cambodia;serious
16/01/2014;food;fruits and vegetables;aubergines (eggplants);unauthorised substance carbofuran;dominican republic;serious
25/11/2013;food;fruits and vegetables;pomelos;unauthorised substance carbofuran;china;serious
06/09/2013;food;fruits and vegetables;frozen red pepper;unauthorised substance carbofuran;china;serious
19/08/2013;food;fruits and vegetables;yellow melons;unauthorised substance carbofuran;spain;serious
12/07/2013;food;fruits and vegetables;yard long beans;unauthorised substance carbofuran;cambodia;serious
12/07/2013;food;fruits and vegetables;celery leaves;unauthorised substance carbofuran;cambodia;serious
18/06/2013;food;fruits and vegetables;spring onions (allium fistulosum);unauthorised substance carbofuran;thailand;serious
06/05/2013;food;nuts, nut products and seeds;organic rapeseed;unauthorised substance carbofuran;ukraine;serious
12/12/2012;food;fruits and vegetables;celery leaves;unauthorised substance carbofuran;malaysia;serious
30/10/2012;food;fruits and vegetables;chilled coriander leaves;unauthorised substance carbofuran;thailand;serious
12/09/2012;food;fruits and vegetables;yard long beans;unauthorised substance carbofuran;vietnam;serious
21/05/2015;food;herbs and spices;basil;unauthorised substance carbofuran,unauthorised substance carbosulfan;laos;serious
23/03/2015;food;fruits and vegetables;cabbage;unauthorised substance carbofuran,unauthorised substance chlorfluazuron;vietnam;serious
06/02/2015;food;fruits and vegetables;aubergines;unauthorised substance carbofuran,unauthorised substance endosulfan;dominican republic;serious
05/03/2020;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran,unauthorised substance hexaconazole;china;serious
16/02/2015;food;fruits and vegetables;chilli peppers;unauthorised substance carbofuran,unauthorised substance hexaconazole;vietnam;serious
10/04/2018;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran,unauthorised substance nicotine,unauthorised substance propargite;china;serious
16/09/2014;food;fruits and vegetables;fresh aubergines;unauthorised substance carbofuran,unauthorised substance omethoate;malaysia;serious
08/08/2018;food;fruits and vegetables;eggplants;unauthorised substance carbofuran,unauthorised substance permethrin;dominican republic;serious
21/07/2016;food;fruits and vegetables;spring onions;unauthorised substance carbofuran,unauthorised substance procymidone;thailand;serious
06/03/2020;food;fruits and vegetables;spring onions;unauthorised substance carbofuran,unauthorised substance profenofos;egypt;serious
23/01/2019;food;fruits and vegetables;aubergines;unauthorised substance carbofuran,unauthorised substance profenofos;dominican republic;serious
12/04/2018;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran,unauthorised substance propargite;china;serious
20/12/2017;food;fruits and vegetables;dried goji berries;unauthorised substance carbofuran,unauthorised substance propargite;china;serious
16/08/2016;food;fruits and vegetables;chinese cabbage preserved in brine;unauthorised substance carbofuran,unauthorised substance prothiofos,unauthorised substance triazophos;thailand;serious
05/09/2017;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance cathinone,unauthorised substance mephedrone,unauthorised substance norephedrine;côte d'ivoire,france,spain;serious
23/12/2020;food;crustaceans and products thereof;frozen crayfish in white wine brine;unauthorised substance chlorate;spain;not serious
09/03/2020;food;fruits and vegetables;lettuce hearts;unauthorised substance chlorate;spain;serious
27/02/2020;food;fish and fish products;frozen pangasius fillets;unauthorised substance chlorate;vietnam;serious
10/01/2020;food;fish and fish products;frozen pangasius fillet;unauthorised substance chlorate;vietnam;serious
21/10/2019;food;fish and fish products;frozen pangasius fillets;unauthorised substance chlorate;vietnam;serious
07/03/2019;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance chlorate;germany;serious
01/02/2019;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance chlorate;germany;serious
28/12/2018;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance chlorate;germany,switzerland;serious
09/01/2018;food;dietetic foods, food supplements, fortified foods;organic fruit-based infant food;unauthorised substance chlorate;italy;serious
31/08/2017;food;fruits and vegetables;kai choi;unauthorised substance chlorate;netherlands;serious
13/06/2014;food;fruits and vegetables;organic apples;unauthorised substance chlorate;argentina;serious
08/05/2014;food;fruits and vegetables;eggplants (aubergines);unauthorised substance chlorate;france;serious
05/05/2014;food;fruits and vegetables;frozen broccoli;unauthorised substance chlorate;belgium,spain;serious
25/04/2014;food;fruits and vegetables;chilled cut baby-carrots;unauthorised substance chlorate;united states;serious
03/04/2014;food;fruits and vegetables;frozen organic broccoli;unauthorised substance chlorate;france,hungary,spain;serious
11/03/2014;food;fruits and vegetables;galia melons;unauthorised substance chlorate;honduras,netherlands;serious
26/02/2014;food;fruits and vegetables;baby-cut carrots;unauthorised substance chlorate;netherlands,united states;not serious
24/07/2019;food;fruits and vegetables;spring onion;unauthorised substance chlorfenapyr;thailand;serious
15/05/2019;food;fruits and vegetables;cherry tomatoes;unauthorised substance chlorfenapyr;italy;serious
23/01/2019;food;fruits and vegetables;chillies;unauthorised substance chlorfenapyr;pakistan;serious
27/08/2018;food;gastropods;live snails;unauthorised substance chlorfenapyr;morocco;not serious
16/11/2016;food;fruits and vegetables;cherry tomatoes;unauthorised substance chlorfenapyr;italy;serious
18/06/2015;food;fruits and vegetables;papayas;unauthorised substance chlorfenapyr;brazil;not serious
27/04/2015;food;fruits and vegetables;chinese cabbage;unauthorised substance chlorfenapyr;china;serious
18/08/2014;food;fruits and vegetables;broccoli;unauthorised substance chlorfenapyr;china;serious
26/04/2019;food;fruits and vegetables;peppers;unauthorised substance chlorfenapyr,unauthorised substance fipronil;dominican republic;serious
03/05/2019;food;fruits and vegetables;chilli peppers;unauthorised substance chlorfenapyr,unauthorised substance nicotine;dominican republic;serious
12/09/2014;food;cocoa and cocoa preparations, coffee and tea;tea;unauthorised substance chlorfluazuron;china;not serious
16/12/2020;food;fruits and vegetables;lemons;unauthorised substance chlorpyrifos;turkey;serious
11/12/2020;feed;pet food;birdfeed;unauthorised substance chlorpyrifos;poland;not serious
12/11/2020;food;fruits and vegetables;peppers;unauthorised substance chlorpyrifos;uganda;serious
27/12/2022;food;fruits and vegetables;clementines;unauthorised substance chlorpyrifos;albania;serious
27/12/2022;food;fruits and vegetables;red pepper;unauthorised substance chlorpyrifos;albania;serious
23/06/2022;food;fruits and vegetables;lentils;unauthorised substance chlorpyrifos;unknown origin country;serious
25/05/2022;food;herbs and spices;celery;unauthorised substance chlorpyrifos;belgium;serious
unknown date;food;fruits and vegetables;turkey, grapefruit;unauthorised substance chlorpyrifos;turkey;serious
unknown date;food;fruits and vegetables;pomelo;unauthorised substance chlorpyrifos;china;serious
01/03/2022;food;fruits and vegetables;turkey, grapefruit;unauthorised substance chlorpyrifos;turkey;serious
07/02/2022;food;nuts, nut products and seeds;raisins;unauthorised substance chlorpyrifos;greece;serious
31/01/2022;food;fruits and vegetables;raisins;unauthorised substance chlorpyrifos;uzbekistan;serious
08/10/2021;food;fruits and vegetables;nashi pears;unauthorised substance chlorpyrifos;china;serious
06/10/2021;food;fruits and vegetables;turkey, red grapefruits;unauthorised substance chlorpyrifos;turkey, czech republic;not serious
22/06/2021;food;fruits and vegetables;oranges;unauthorised substance chlorpyrifos;egypt;serious
18/11/2020;food;fruits and vegetables;oranges;unauthorised substance chlorpyrifos,unauthorised substance fenvalerate;turkey;serious
11/06/2014;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance chromium amino acid chelate;hungary,united states;not serious
29/11/2012;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance chromium polynicotinate;united states;not serious
26/06/2015;food;meat and meat products (other than poultry);horses;unauthorised substance clenbuterol;france,netherlands;serious
27/07/2012;food;meat and meat products (other than poultry);chilled deboned horse meat and frozen deboned horse meat;unauthorised substance clenbuterol,unauthorised substance phenylbutazone;canada;serious
27/01/2014;food;poultry meat and poultry meat products;frozen chicken breast fillets;unauthorised substance clopidol;brazil,netherlands;serious
27/12/2013;food;poultry meat and poultry meat products;frozen turkey breast;unauthorised substance clopidol;israel;serious
23/12/2013;food;poultry meat and poultry meat products;frozen turkey breasts;unauthorised substance clopidol;israel;serious
02/12/2013;food;poultry meat and poultry meat products;frozen turkey breast;unauthorised substance clopidol;israel;serious
28/11/2013;food;poultry meat and poultry meat products;frozen raw chicken breast;unauthorised substance clopidol;brazil;serious
04/10/2013;food;poultry meat and poultry meat products;turkey cutlets and thighs (meleagris gallopavo);unauthorised substance clopidol;israel;serious
16/09/2013;food;poultry meat and poultry meat products;frozen turkey meat (meleagris gallopavo);unauthorised substance clopidol;israel;serious
16/09/2013;food;poultry meat and poultry meat products;frozen turkey (meleagris gallopavo);unauthorised substance clopidol;israel;serious
09/09/2013;food;poultry meat and poultry meat products;frozen turkey breast (meleagris gallopavo);unauthorised substance clopidol;israel;serious
16/08/2013;food;poultry meat and poultry meat products;frozen turkey cutlets;unauthorised substance clopidol;israel;serious
30/04/2013;food;poultry meat and poultry meat products;"frozen chicken ""gallus gallus""";unauthorised substance clopidol;argentina;serious
08/03/2013;food;poultry meat and poultry meat products;frozen whole chicken;unauthorised substance clopidol;argentina;serious
03/01/2013;food;poultry meat and poultry meat products;frozen chicken breast;unauthorised substance clopidol;israel;serious
20/12/2012;food;poultry meat and poultry meat products;frozen poultry cuts;unauthorised substance clopidol;israel;serious
05/12/2012;food;poultry meat and poultry meat products;frozen cuts and offal poultry meat;unauthorised substance clopidol;brazil;serious
19/10/2012;food;poultry meat and poultry meat products;frozen poultry;unauthorised substance clopidol;brazil;serious
19/10/2012;food;poultry meat and poultry meat products;frozen poultry meat;unauthorised substance clopidol;brazil;serious
16/10/2012;food;poultry meat and poultry meat products;frozen chicken liver (gallus gallus);unauthorised substance clopidol;brazil;serious
19/09/2012;food;meat and meat products (other than poultry);frozen chicken meat (gallus gallus);unauthorised substance clopidol;brazil;serious
11/09/2012;food;poultry meat and poultry meat products;frozen chicken meat (gallus gallus);unauthorised substance clopidol;brazil;serious
07/09/2012;food;poultry meat and poultry meat products;frozen chicken;unauthorised substance clopidol;brazil;serious
28/08/2012;food;poultry meat and poultry meat products;frozen raw chicken meat;unauthorised substance clopidol;israel;serious
10/08/2012;food;poultry meat and poultry meat products;frozen chicken cuts and offal (gallus gallus);unauthorised substance clopidol;brazil;serious
11/04/2014;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance cobalt,unauthorised substance germanium,unauthorised substance strontium,unauthorised substance tin,unauthorised substance vanadium;united states;not serious
23/05/2019;food;non-alcoholic beverages;energy drink;unauthorised substance cocaine;austria;not serious
09/10/2018;food;fish and fish products;frozen pangasius fillets;unauthorised substance crystal violet;vietnam;serious
09/10/2018;food;fish and fish products;frozen pangasius skins;unauthorised substance crystal violet;vietnam;serious
01/08/2022;food;fruits and vegetables;pears;unauthorised substance cyhalothrin;portugal;serious
30/06/2015;food;fruits and vegetables;dried beans;unauthorised substance cyhalothrin,unauthorised substance dichlorvos;nigeria;serious
05/01/2015;food;fruits and vegetables;dried beans;unauthorised substance cyhalothrin,unauthorised substance dichlorvos;nigeria;serious
07/05/2013;food;cocoa and cocoa preparations, coffee and tea;green tea;unauthorised substance diafenthiuron;china;not serious
11/07/2012;food;fruits and vegetables;okra;unauthorised substance diafenthiuron;india;not serious
14/02/2013;food;fruits and vegetables;fresh okra;unauthorised substance diafenthiuron,unauthorised substance monocrotophos;india;serious
10/09/2012;food;fruits and vegetables;okra;unauthorised substance diafenthiuron,unauthorised substance triazophos;india;serious
24/10/2018;feed;feed materials;corn for feed;unauthorised substance dichlorvos;argentina;not serious
12/10/2018;food;fruits and vegetables;strawberries;unauthorised substance dichlorvos;belgium;serious
29/04/2016;food;cereals and bakery products;wheat in bulk;unauthorised substance dichlorvos;argentina;serious
17/06/2015;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
04/05/2015;food;fruits and vegetables;beans;unauthorised substance dichlorvos;nigeria;serious
29/04/2015;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
06/03/2015;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
19/01/2015;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
05/01/2015;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
11/11/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
31/10/2014;feed;feed materials;corn for bird feed;unauthorised substance dichlorvos;argentina;serious
07/10/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
29/09/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
29/09/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
04/09/2014;food;fruits and vegetables;pop corn;unauthorised substance dichlorvos;argentina;serious
31/07/2014;food;nuts, nut products and seeds;dried oloyin beans;unauthorised substance dichlorvos;nigeria;serious
29/07/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
24/07/2014;food;fruits and vegetables;oloyin beans;unauthorised substance dichlorvos;nigeria;serious
23/07/2014;food;fruits and vegetables;white beans;unauthorised substance dichlorvos;nigeria;serious
23/07/2014;food;fruits and vegetables;oloyin beans;unauthorised substance dichlorvos;nigeria;serious
23/06/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
17/06/2014;food;fruits and vegetables;peeled beans;unauthorised substance dichlorvos;nigeria;serious
17/06/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
16/06/2014;food;fruits and vegetables;oloyin beans;unauthorised substance dichlorvos;nigeria;serious
11/06/2014;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos;nigeria;serious
20/01/2014;food;fruits and vegetables;oloyin beans;unauthorised substance dichlorvos;nigeria;serious
19/12/2013;feed;feed materials;maize;unauthorised substance dichlorvos;netherlands,serbia;not serious
29/11/2013;food;fruits and vegetables;brown beans;unauthorised substance dichlorvos;nigeria;serious
23/10/2012;food;fruits and vegetables;bean flour;unauthorised substance dichlorvos;nigeria;serious
22/08/2012;food;fruits and vegetables;beans;unauthorised substance dichlorvos;nigeria;serious
04/10/2016;food;herbs and spices;sweet basil;unauthorised substance dichlorvos,unauthorised substance dithiocarbamates;cambodia;serious
11/10/2016;food;fruits and vegetables;white beans;unauthorised substance dichlorvos,unauthorised substance permethrin;ghana;serious
22/01/2016;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos,unauthorised substance permethrin;niger;serious
15/04/2015;food;fruits and vegetables;dried beans;unauthorised substance dichlorvos,unauthorised substance trichlorfon;nigeria;serious
19/01/2015;food;fruits and vegetables;dried sweet beans;unauthorised substance dichlorvos,unauthorised substance trichlorfon;nigeria;serious
14/08/2013;food;fruits and vegetables;round green beans;unauthorised substance dicofol;czech republic,france,morocco;serious
11/10/2012;food;fruits and vegetables;fresh red chilli;unauthorised substance dicofol;thailand;not serious
01/08/2012;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance dimethylsildenafil;cyprus;serious
30/07/2012;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance dimethylsildenafil;cyprus;serious
02/01/2015;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance dimethylsildenafil,unauthorised substance sildenafil thiono analogue;poland;serious
04/09/2013;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance dimethylsildenafil,unauthorised substance sildenafil thiono analogue;cyprus,slovakia;serious
18/09/2012;food;dietetic foods, food supplements, fortified foods;food supplement for men;unauthorised substance dimethylsildenafil,unauthorised substance sildenafil thiono analogue;china,united kingdom;serious
15/09/2016;food;dietetic foods, food supplements, fortified foods;food supplement;unauthorised substance dimethylsildenafil,unauthorised substance sildenafil,unauthorised substance sildenafil thiono analogue;czech republic,italy;serious
12/02/2014;food;fruits and vegetables;table grapes;unauthorised substance diniconazole;germany,peru;not serious
15/01/2013;food;fruits and vegetables;fresh okra;unauthorised substance dinotefuran,unauthorised substance monocrotophos;india;not serious
20/02/2013;food;fruits and vegetables;yard long beans;unauthorised substance dinotefuran,unauthorised substance omethoate;jordan;serious
25/11/2020;food;fruits and vegetables;broccoli;unauthorised substance dithiocarbamates;netherlands;serious
23/05/2019;food;fruits and vegetables;celery;unauthorised substance dithiocarbamates;czech republic;serious
19/04/2019;food;herbs and spices;parsley;unauthorised substance dithiocarbamates;israel;serious
30/10/2018;food;fruits and vegetables;lettuce;unauthorised substance dithiocarbamates;belgium;serious
25/10/2017;food;fruits and vegetables;green celery;unauthorised substance dithiocarbamates;belgium;serious
13/09/2017;food;fruits and vegetables;mung beans;unauthorised substance dithiocarbamates;china;serious
16/10/2015;food;fruits and vegetables;vine leaves;unauthorised substance dithiocarbamates;turkey;not serious
26/06/2015;food;fruits and vegetables;broccoli;unauthorised substance dithiocarbamates;spain;serious
20/03/2014;food;fruits and vegetables;dragon fruit;unauthorised substance dithiocarbamates;vietnam;serious
10/01/2014;food;fruits and vegetables;lychees;unauthorised substance dithiocarbamates;china;serious
11/07/2012;food;fruits and vegetables;chinese cabbages;unauthorised substance dithiocarbamates;china;not serious
03/12/2021;food;fruits and vegetables;spinach, fresh;unauthorised substance dithiocarbamates;spain;serious
15/11/2013;food;fruits and vegetables;yard long beans (vigna unguiculata spp. sesquipedalis);unauthorised substance endosulfan;dominican republic;not serious
11/04/2013;food;fruits and vegetables;green beans;unauthorised substance endosulfan;dominican republic;not serious
07/01/2013;food;herbs and spices;fresh mint;unauthorised substance endosulfan;morocco;not serious
22/10/2020;food;herbs and spices;dried chilli;unauthorised substance ethion;thailand;serious
19/11/2015;food;fruits and vegetables;raisins;unauthorised substance ethion;iran;serious
06/12/2013;food;fruits and vegetables;chilli peppers (capsicum annuum);unauthorised substance ethion;india;serious
06/05/2013;food;fruits and vegetables;frozen strawberries;unauthorised substance ethion;egypt,italy;serious
14/07/2016;food;fruits and vegetables;golden raisins;unauthorised substance ethion,unauthorised substance fenpropathrin,unauthorised substance propargite;iran;serious
07/06/2016;food;fruits and vegetables;golden raisins;unauthorised substance ethion,unauthorised substance fenpropathrin,unauthorised substance propargite;iran;serious
14/12/2018;food;fruits and vegetables;dried peppers;unauthorised substance ethion,unauthorised substance triazophos;bangladesh;serious
05/08/2013;food;herbs and spices;dried chilli pepper,;unauthorised substance ethion,unauthorised substance triazophos;thailand;serious
